brand,name,location,view_direction,panorama_id,x,y,z,vr_link
ACQUADIPARMA,蓝色玻璃香水瓶（棕色展台）,棕色展台,r,1336079,-4.095,1.084,0.501,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336079&dirx=-4.095&diry=1.084&dirz=0.501
ACQUADIPARMA,黑色玻璃香水瓶（旋转岛台）,旋转岛台,f,1336079,-2.753,0.233,0.293,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336079&dirx=-2.753&diry=0.233&dirz=0.293
ACQUADIPARMA,金色陶瓷香薰罐（旋转岛台）,旋转岛台,f,1336079,-2.605,-0.026,0.421,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336079&dirx=-2.605&diry=-0.026&dirz=0.421
ACQUADIPARMA,未知品牌蓝白陶瓷装饰罐,墙面红色层架（上层）,f,1336080,-4.752,-2.38,1.2,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.752&diry=-2.38&dirz=1.2
ACQUADIPARMA,未知品牌黑色罐装护肤品,墙面红色层架（上层）,f,1336080,-4.73,-2.251,1.013,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.73&diry=-2.251&dirz=1.013
ACQUADIPARMA,未知品牌黄色球形商品,墙面红色层架（上层）,f,1336080,-4.714,-2.029,1.002,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.714&diry=-2.029&dirz=1.002
ACQUADIPARMA,未知品牌白色带黑点陶瓷花瓶,墙面红色层架（中层）,f,1336080,-4.714,-2.04,0.546,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.714&diry=-2.04&dirz=0.546
ACQUADIPARMA,未知品牌黑色泵头瓶（液体护肤品）,墙面红色层架（下层）,f,1336080,-4.744,-2.34,-0.247,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.744&diry=-2.34&dirz=-0.247
ACQUADIPARMA,未知品牌白色罐装护肤品,墙面红色层架（下层）,f,1336080,-4.849,-2.714,-0.232,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-4.849&diry=-2.714&dirz=-0.232
ACQUADIPARMA,未知品牌红色花枝装饰（含白色花瓶）,中央展台,b,1336080,-8.713,-1.933,0.281,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.713&diry=-1.933&dirz=0.281
ACQUADIPARMA,未知品牌黄色包装盒,中央展台,b,1336080,-8.687,-1.664,0.056,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.687&diry=-1.664&dirz=0.056
ACQUADIPARMA,未知品牌蓝色液体护肤品瓶,中央展台,b,1336080,-8.662,-1.541,-0.031,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.662&diry=-1.541&dirz=-0.031
ACQUADIPARMA,未知品牌黄色包装盒（墙面棕色层架）,墙面棕色层架,b,1336080,-8.205,-0.658,0.82,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.205&diry=-0.658&dirz=0.82
ACQUADIPARMA,未知品牌白色液体护肤品瓶（墙面棕色层架中层）,墙面棕色层架中层,b,1336080,-8.456,-1.008,0.843,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.456&diry=-1.008&dirz=0.843
ACQUADIPARMA,未知品牌黑色液体护肤品瓶（墙面棕色层架下层）,墙面棕色层架下层,b,1336080,-8.152,-0.6,0.321,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-8.152&diry=-0.6&dirz=0.321
ACQUADIPARMA,未知品牌蓝白陶瓷装饰瓶,墙面红色层架（中层）,l,1336080,-5.817,-3.777,0.544,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-5.817&diry=-3.777&dirz=0.544
ACQUADIPARMA,未知品牌黄色蜡烛,中央白色旋转岛台（上层）,r,1336080,-6.654,0.01,0.273,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-6.654&diry=0.01&dirz=0.273
ACQUADIPARMA,未知品牌蓝色蜡烛,中央白色旋转岛台（上层）,r,1336080,-6.858,0.005,0.107,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-6.858&diry=0.005&dirz=0.107
ACQUADIPARMA,未知品牌黑色蜡烛,中央白色旋转岛台（下层）,r,1336080,-6.951,-0.004,-0.175,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-6.951&diry=-0.004&dirz=-0.175
ACQUADIPARMA,未知品牌棕色蜡烛,中央白色旋转岛台（下层）,r,1336080,-6.716,0.01,-0.288,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-6.716&diry=0.01&dirz=-0.288
ACQUADIPARMA,未知品牌黄色包装盒（墙面黄色层架）,墙面黄色层架,r,1336080,-5.49,-0.407,1.052,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336080&dirx=-5.49&diry=-0.407&dirz=1.052
ACQUADIPARMA,Acqua di Parma蓝色玻璃香水瓶,中央展台,b,1336081,-10.846,-0.903,-0.029,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336081&dirx=-10.846&diry=-0.903&dirz=-0.029
ACQUADIPARMA,Acqua di Parma黑色玻璃香水瓶,中央展台,b,1336081,-10.95,-1.232,-0.136,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336081&dirx=-10.95&diry=-1.232&dirz=-0.136
ACQUADIPARMA,Acqua di Parma金色硬质香薰蜡烛,中央展台,b,1336081,-10.995,-1.778,0.159,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336081&dirx=-10.995&diry=-1.778&dirz=0.159
ACQUADIPARMA,Acqua di Parma黄色陶瓷香薰蜡烛,墙面层架,l,1336082,-7.892,-2.508,1.173,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-7.892&diry=-2.508&dirz=1.173
ACQUADIPARMA,Acqua di Parma黄色玻璃瓶装香水,展示台层架,b,1336082,-10.338,0.595,-0.301,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-10.338&diry=0.595&dirz=-0.301
ACQUADIPARMA,Acqua di Parma黑色玻璃瓶装香水,展示台层架,b,1336082,-10.316,0.618,-0.301,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-10.316&diry=0.618&dirz=-0.301
ACQUADIPARMA,Acqua di Parma蓝色玻璃瓶装香水,中央展台,r,1336082,-9.833,0.99,-0.7,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-9.833&diry=0.99&dirz=-0.7
ACQUADIPARMA,红色陶瓷杯,墙面层架,l,1336082,-8.207,-2.65,0.801,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-8.207&diry=-2.65&dirz=0.801
ACQUADIPARMA,黑色纸盒礼盒,桌面层架,f,1336082,-7.14,-1.767,0.129,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-7.14&diry=-1.767&dirz=0.129
ACQUADIPARMA,白色塑料空气净化器,地面,l,1336082,-8.266,-2.67,-0.36,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-8.266&diry=-2.67&dirz=-0.36
ACQUADIPARMA,蓝白陶瓷装饰花瓶,墙面层架,b,1336082,-10.828,-1.169,0.896,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-10.828&diry=-1.169&dirz=0.896
ACQUADIPARMA,Acqua di Parma黄色陶瓷香薰蜡烛（展示台）,展示台,b,1336082,-10.842,-0.435,-0.008,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336082&dirx=-10.842&diry=-0.435&dirz=-0.008
ACQUADIPARMA,Acqua di Parma黄色陶瓷香氛罐,墙面层架,f,1336083,-6.745,0.571,0.602,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336083&dirx=-6.745&diry=0.571&dirz=0.602
ACQUADIPARMA,Acqua di Parma白蓝陶瓷香水瓶,墙面层架,f,1336083,-6.927,-0.093,1.014,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336083&dirx=-6.927&diry=-0.093&dirz=1.014
ACQUADIPARMA,Acqua di Parma透明玻璃香水瓶,中央展台,f,1336083,-6.82,1.332,0.119,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336083&dirx=-6.82&diry=1.332&dirz=0.119
ACQUADIPARMA,Acqua di Parma黑色玻璃香水瓶,中央展台,f,1336083,-6.941,1.639,-0.053,https://vr.aibee.cn/store/O8mlHKnzTO2mbOmY?pid=1336083&dirx=-6.941&diry=1.639&dirz=-0.053
