"id","store_name","phone_number","logo"
83908,RADO,"037161312199",https://m.zhcommerce.com/zimgs/19854a6a1eadca9d4917eb5bc3089d42?f=JPEG&time=1593653858085
83912,Acqua di Parma,"037155906638",https://m.zhcommerce.com/zimgs/b2979dab230a0882a6fa666bc6d5dca9?f=JPEG&&time=1738046944311&width=480&height=480
83914,迪奥,"037161652977",https://m.zhcommerce.com/zimgs/82d696dae65899840cdf76bb9d29eda8?f=JPEG&&time=1730517366965&width=480&height=480
83916,MISS SIXTY,"61655611",https://m.zhcommerce.com/zimgs/8c4b289f0a2747e1cac9b434d52d6e79?f=JPEG&time=1593486265128
83918,Sam Edelman L3-S11,"15515920891",https://m.zhcommerce.com/zimgs/a1e656e4b4fa61c9316acc4016b0712a?f=PNG&time=1691139195781&width=480&height=480
83919,IRO,"13653846157",https://m.zhcommerce.com/zimgs/c0ef3cf4e9c7bd36be40ee5cbdbec287?f=PNG&time=1652421325627
83925,LEGO(3F),"66675305",https://m.zhcommerce.com/zimgs/8643a02f9bee3851fb92e5bae638f938?f=JPEG&time=1682306059921&width=480&height=480
83927,EVISU,"15690877719",https://m.zhcommerce.com/zimgs/4f7037a4d0b574a885e687e01513b100?f=JPEG&time=1711591043803&width=480&height=480
83928,Calvin Klein Jeans,"15838270971",https://m.zhcommerce.com/zimgs/89567d68a5916aec44e5cdabeafb4933?f=JPEG&time=1660210211949&width=480&height=480
83932,中国李宁-L413,"15037990630",https://m.zhcommerce.com/zimgs/7b523ef72da48e8aeb934afec2788200?f=PNG&time=1672992203568&width=480&height=480
83939,六福-L227B,"13460405306",https://m.zhcommerce.com/zimgs/5de128aadaca70d17f25d85ef3ce5299?f=PNG&time=1560929741011
83943,周大福,"037163469168",https://m.zhcommerce.com/zimgs/3352f8a1e0ebdbd258711c1ebb0c463a?f=JPEG&time=1595922078772
83946,UGG,"13523413146",https://m.zhcommerce.com/zimgs/3ac16e8f3ecf97dca25a3da4a8a7fa9f?f=JPEG&time=1641806851040
83949,PORTS,"037189816056",https://m.zhcommerce.com/zimgs/f83a81e3730c592d9de54bdff4e02125?f=JPEG&time=1536629993676
83955,潮宏基-L2-M03新,"",https://m.zhcommerce.com/zimgs/eaec386e7cc9f13bd6f158e3e68b3ba2?f=JPEG&&time=1751532107453&width=480&height=480
83956,诗普琳-L2_M04,"15037907155",https://m.zhcommerce.com/zimgs/a60cba26cee29f1186fd1a83d0dbe617?f=JPEG&time=1620894313026
83965,代字行,"17630031595",https://m.zhcommerce.com/zimgs/fd25a1c459261957a8bf8c3b5cd4b8fd?f=JPEG&&time=1733619943674&width=480&height=480
83970,爱慕-L328,"037161655622",https://m.zhcommerce.com/zimgs/e8d133e605c606d8e8ced57382e5663e?f=JPEG&time=1535159091889
83971,LESS(新),"18530873901",https://m.zhcommerce.com/zimgs/b903869610b285b35bc99f5de6da50ee?f=JPEG&&time=1729490557908&width=480&height=480
83972,MO&Co.edition,"15290074531",https://m.zhcommerce.com/zimgs/8be48f6b26f9295e7b83822f8d945d18?f=PNG&time=1534686662721
83975,NEIWAI,"18695899816",https://m.zhcommerce.com/zimgs/bbc396ab94347b94a436bd83ce3161a6?f=JPEG&time=1683361913000&width=480&height=480
83978,BELLE-L3_S05,"18039202606",https://m.zhcommerce.com/zimgs/6345f0523a2d62f452978287e2cbe71a?f=JPEG&time=1694655769129&width=480&height=480
83979,COVEN GARDEN（新）,"13526866513",https://m.zhcommerce.com/zimgs/47944a7bf98f4a7ea59b7cc25d592f55?f=JPEG&time=1693811683174&width=480&height=480
83981,Nike young（5F）,"13673993266",https://m.zhcommerce.com/zimgs/01de4ec6588f33bcdb0d537d003d4736?f=PNG&time=1695696661897&width=480&height=480
83986,GELATO PIQUE,"17319753657",https://m.zhcommerce.com/zimgs/48b8b03102184f746aa6cd9836a9eafc?f=JPEG&time=1649990732868
83987,STACCATO-L3_S01,"18538075078",https://m.zhcommerce.com/zimgs/4b0ddf1049080bf9214fcf4d719a8116?f=JPEG&time=1693811071381&width=480&height=480
83989,奇檬子,"18838999565",https://m.zhcommerce.com/zimgs/220870903054c88022b6e295023eab39?f=PNG&time=1560843891518
83994,渔,"13949070317",https://m.zhcommerce.com/zimgs/c0b8fc12e843afdd513c94cf059a176c?f=JPEG&time=1605681301866
83999,"2平米（5F）","138 3818 0134",https://m.zhcommerce.com/zimgs/680db9f0d5b436ae6ef58a62cb4518b7?f=JPEG&time=1707183923214&width=480&height=480
84003,DISSONA(新),"18737178792",https://m.zhcommerce.com/zimgs/63e6d470c0c4cde8431693495521ffc2?f=JPEG&time=1694655921609&width=480&height=480
84016,FILA KIDS (5F),"15039070693",https://m.zhcommerce.com/zimgs/48dc945535429e8f067de897879d37b6?f=PNG&time=1695696351325&width=480&height=480
84020,DR.KONG(5F),"0371-89831653",https://m.zhcommerce.com/zimgs/d15b110cf5b752c4339c8317c3846190?f=PNG&time=1695694364247&width=480&height=480
84024,JNBY(新),"13783560171",https://m.zhcommerce.com/zimgs/5a83fb2baaa401c84675d6df44297d8f?f=JPEG&time=1693812052279&width=480&height=480
84025,MO&CO.,"15194566686",https://m.zhcommerce.com/zimgs/8bfbf59c2002b857b1bec1d92182b5b9?f=PNG&time=1534666277062
84026,木九十,"13782855416",https://m.zhcommerce.com/zimgs/757762497f5af7ff8090865facf34040?f=JPEG&time=1539400765673
84031,ANYSPOOR,"13283838572",https://m.zhcommerce.com/zimgs/d3cb52264a7e3fa81f7c1b9f72ee81c6?f=JPEG&time=1649992910402
84033,Teenie Weenie,"13673368226",https://m.zhcommerce.com/zimgs/b64d5f9eabe51ea6336b7f4504a21655?f=PNG&time=1650601190606
84038,H'S ZONE+,"15713873213",https://m.zhcommerce.com/zimgs/bd80f51bff7e65ab53d46f229efbf9fe?f=JPEG&time=1605676507217
84040,MLB,"18236918805",https://m.zhcommerce.com/zimgs/0b5aeb3360466c9665134e01073b0348?f=JPEG&time=1688187485309&width=480&height=480
84041,d'zzit（新）,"19059516987",https://m.zhcommerce.com/zimgs/91fd861342a234050332c19ba897a8ef?f=JPEG&time=1713514104210&width=480&height=480
84043,JAKET,"15093259705",https://m.zhcommerce.com/zimgs/1120a513b40fb1d28d4e74a3f13fa53c?f=JPEG&time=1634281690229
84047,Rebecca,"13146243000",https://m.zhcommerce.com/zimgs/21df395cac6f1e8d41081449772b1d47?f=JPEG&time=1566182162834
84050,LALABOBO,"0371-66670813",https://m.zhcommerce.com/zimgs/bb478c8a11adfb9acd43a88f353d53e3?f=JPEG&time=1577434325797
84051,chuu（新）,"15517502080",https://m.zhcommerce.com/zimgs/2f627e14469ea6712fff4bad778456a9?f=PNG&time=1688187518859&width=480&height=480
84052,歌莉娅,"18736245809",https://m.zhcommerce.com/zimgs/5903e7cb4531462c79e1b7395afb3b73?f=PNG&time=1668673257936&width=480&height=480
84060,蕉下,"15514766588",https://m.zhcommerce.com/zimgs/fe738c3c8de4bddefc663b554e5bc827?f=PNG&time=1654500035682
84067,ADIDAS,"13673973005",https://m.zhcommerce.com/zimgs/ca04bcca6b3d372b312c1452c9bfc4e0?f=PNG&time=1663825700988&width=480&height=480
84068, NIKE,"18638139510",https://m.zhcommerce.com/zimgs/93a9def7a53a19670b3cf032574f4232?f=PNG&time=1663825855382&width=480&height=480
84069, VANS,"18595852564",https://m.zhcommerce.com/zimgs/6f461e75e2cd288fc9a098fcd30c2dbe?f=JPEG&time=1663818838375&width=480&height=480
84070,ASICS,"",https://m.zhcommerce.com/zimgs/19b8b8d94fdf80e1ca7eba45ff0cd52f?f=JPEG&&time=1751533751714&width=480&height=480
84071,Under Armour,(0371) 6165 2890,https://m.zhcommerce.com/zimgs/5a05b461ff326defa800c9b4efec8e4c?f=JPEG&time=1535008214410
84072,SKECHERS,"18703831323",https://m.zhcommerce.com/zimgs/eb599447e5918bae048a9e14fff0fa64?f=JPEG&time=1660199712553&width=480&height=480
84076, Timberland,"18595928171",https://m.zhcommerce.com/zimgs/dfcb3de362ef70a51bcb0b5631a41ed2?f=PNG&time=1663818552906&width=480&height=480
84079,FILA,"15939006043",https://m.zhcommerce.com/zimgs/f98c10085a0d33204a43c7597202bdd0?f=PNG&time=1595155375747
84080,COLUMBIA,"65732872",https://m.zhcommerce.com/zimgs/ea23ac9ef903bfe0b08bc22c5c672e77?f=PNG&time=1560916217325
84082,LEVI'S,"",https://m.zhcommerce.com/zimgs/651baaa3eca99921d5b1b87d05a5c2c3?f=JPEG&&time=1746683555950&width=480&height=480
84086,DESCENTE,"",https://m.zhcommerce.com/zimgs/538c3125b63365cb41d413e29346b243?f=JPEG&&time=1751531636510&width=480&height=480
84091, ANTA,"18595308117",https://m.zhcommerce.com/zimgs/3021d9ef3f48c262e7ac8a71e83ad239?f=PNG&time=1691631323511&width=480&height=480
84093, CALLISTO,"13673370946",https://m.zhcommerce.com/zimgs/bd1813a52da0722600f52ebdf56ac4ad?f=PNG&time=1688786853972&width=480&height=480
84094, CONVERSE,"15238616771",https://m.zhcommerce.com/zimgs/50c5959ed1ab991f639c94f91ce3e611?f=PNG&time=1663826089842&width=480&height=480
84100,LENOVO-L6_S7,"0371-67118682",https://m.zhcommerce.com/zimgs/cce2a84cf6aea7e128e008f679036962?f=PNG&time=1694515623113&width=480&height=480
84103,坚果L6_S6,"15538097593",https://m.zhcommerce.com/zimgs/ce640e56ff148d3e256bfa2605b81e4d?f=PNG&time=1694515667842&width=480&height=480
84106,TINECO-L6_S3,"18530089059",https://m.zhcommerce.com/zimgs/9e610a460ee3f6a30426f53011fce880?f=PNG&time=1694515722130&width=480&height=480
84107,飞利浦 L6_S9,"18236903318",https://m.zhcommerce.com/zimgs/0f4668f6adf7d77119740606a0851104?f=PNG&&time=1730945261896&width=480&height=480
84114,BOY LONDON,"",https://m.zhcommerce.com/zimgs/310588c02151787b03f649ff1bf153eb?f=JPEG&&time=1751534462765&width=480&height=480
84115,Samsonite,"0371-55686068",https://m.zhcommerce.com/zimgs/2dd75d7349e1d64a034d3047dc3b4b9a?f=JPEG&time=1594283969909
84119,TRENDIANO,"15672817332",https://m.zhcommerce.com/zimgs/b418629de5d79807745c350fe13bf69d?f=JPEG&time=1634281831948
84122,OGAWA,"15225721898",https://m.zhcommerce.com/zimgs/3971fb1fcaff77e2e1d51b70b572859d?f=JPEG&time=1601612736066
84124,艾美家,"17796555270",https://m.zhcommerce.com/zimgs/7c92acdfa0f121d7f3fd58c62ad522c2?f=JPEG&time=1608964694817
84126,ZIOZIA,"15890686920",https://m.zhcommerce.com/zimgs/29bd75c7798108c236e3078ff50f3d21?f=JPEG&time=1683360967925&width=480&height=480
84129,速写,"15737133235",https://m.zhcommerce.com/zimgs/143e991104f0ec8895840ec7925515b2?f=PNG&time=1627879891861
84134,DysonLB13,"15136027791",https://m.zhcommerce.com/zimgs/2eb6dc8196ee643ebfc187e90b616938?f=JPEG&&time=1719890127646&width=480&height=480
84135,双立人,"",https://m.zhcommerce.com/zimgs/cb767611e4de1909819f86c3f0e7c899?f=JPEG&&time=1751534559647&width=480&height=480
84136,Breo,"15093184823",https://m.zhcommerce.com/zimgs/f7564dde037427262c2c7b6b11cc90b4?f=JPEG&time=1620374078129
84140,LILANZ ,"0371-57190629",https://m.zhcommerce.com/zimgs/d28137d08a54a2928c268ec11dd19698?f=JPEG&time=1592207861252
84141,STARTER,"18903718513",https://m.zhcommerce.com/zimgs/38b54cba63c38c9dfc0da5696aa45167?f=PNG&time=1650600832652
84150,豆捞坊,(0371）63247068,https://m.zhcommerce.com/zimgs/60bd6810b5636f8fa0c252a318f56155?f=JPEG&time=1686291251994&width=480&height=480
84156,山云树,"17763542544",https://m.zhcommerce.com/zimgs/58269a8292cc60b05891959ad0d2f85e?f=JPEG&time=1615296626022
84170,玩米匠-LB_S42,"15038299927",https://m.zhcommerce.com/zimgs/7ee63956caec27dd55b0027b6e00ff7e?f=PNG&time=1586437774220
84179,胖哥俩,"0371-55636696",https://m.zhcommerce.com/zimgs/c92f0e91d2a8bd50269fcd96c29051e4?f=PNG&time=1686906751071&width=480&height=480
84180,米村拌饭,"19138184566",https://m.zhcommerce.com/zimgs/7d494588751ee55ad1df5b3ec8214dc3?f=JPEG&time=1639036115695
84185,阿三生煎,"15617830051",https://m.zhcommerce.com/zimgs/bf5729f59e03caf83f4a3d9dfeaeaf85?f=JPEG&time=1566809149316
84188,花千代-L8-S6B,"0371-65561100",https://m.zhcommerce.com/zimgs/ec67fd9d7a1883f3bc04055727b8aaa4?f=PNG&&time=1717149741696&width=480&height=480
84189,太子浓心,"15517565653",https://m.zhcommerce.com/zimgs/17473e38929d798c0e82244b44e527d1?f=JPEG&time=1604647504034
84191,果雨吧-L809B,"0371-5512996",https://m.zhcommerce.com/zimgs/002653cd3ab915885f95c1be14e919d7?f=PNG&&time=1719198342198&width=480&height=480
84194,特斯拉二楼,"13255967233",https://m.zhcommerce.com/zimgs/a61ee3f18b796d3d4eb0dab54bdfc178?f=JPEG&time=1711589927769&width=480&height=480
84198,LAMY (3F),"17563329606",https://m.zhcommerce.com/zimgs/5f6fd71d4cf8877ec88108548db93ba9?f=JPEG&time=1696665293102&width=480&height=480
84199,voyah,"",https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/bcb04fae842d48ea8d28168631b37d38_voyah.jpg
84209,爪爪先生,"",https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b04d51a2700a412199ffa44d78cbf067_wechat_2025-06-23_195950_895.png
84210,海马体照相馆,"0371-88920660",https://m.zhcommerce.com/zimgs/caf71a4859e88c7d350300a9346dc26c?f=JPEG&time=1614139005754
84213,西西弗,"037155591281",https://m.zhcommerce.com/zimgs/3baa9bb9c8d72583034bf8daabb4c187?f=JPEG&time=1533897728977
84214,酷乐潮玩,"15690855864",https://m.zhcommerce.com/zimgs/16118795e16005ed30e46bdae4bd0120?f=JPEG&time=1715140147946&width=480&height=480
84216,MELAND,"19939508183",https://m.zhcommerce.com/zimgs/4f5d32619518f4e06c5ddcfa6eac104a?f=PNG&time=1684403279809&width=480&height=480
84228,CGV影城,"19939700473",https://m.zhcommerce.com/zimgs/721fbe599bff6d7a3e6f25f1d66a5ca6?f=PNG&time=1541208048507
84237,曼玉,(0371)61652221,https://m.zhcommerce.com/zimgs/984a849bdb86de6ae7381826c6a33209?f=PNG&time=1560849433093
84239,巴奴,"0371-53361577",https://m.zhcommerce.com/zimgs/c55e111ff0f04ff7d87f80625324d243?f=JPEG&time=1560849257507
84240,太二酸菜鱼,"18595748670",https://m.zhcommerce.com/zimgs/b4d7c884b8c27819922471263de5db6f?f=JPEG&time=1566372739918
84241,鲜芋仙,(0371)55905918,https://m.zhcommerce.com/zimgs/8aac52c9840365f31b8581e33abb7042?f=JPEG&&time=1746770143694&width=480&height=480
84251,小米之家,"",https://m.zhcommerce.com/zimgs/d84284e8dc06f59268dbe5d578b34f04?f=JPEG&time=1695613497008&width=480&height=480
84252,Charles&Keith,"17337123781",https://m.zhcommerce.com/zimgs/629ed003c01473b16989e5fcd233a4d5?f=JPEG&time=1660267343740&width=480&height=480
84260,阿吉豆L429,"13213122621",https://m.zhcommerce.com/zimgs/bff95e096377d5c304d3e20baafa086b?f=JPEG&time=1701660762192&width=480&height=480
84261,喜乐,"",https://m.zhcommerce.com/zimgs/80204cf4767001008550d0b92d9138a8?f=JPEG&&time=1751268307771&width=480&height=480
84591,礼部,"",https://m.zhcommerce.com/zimgs/7d24cda21e8ad8fef79bdb2b723853cd?f=PNG&&time=1738829281534&width=480&height=480
84592,神盾局,"15538103397",https://m.zhcommerce.com/zimgs/53592dd8774d4961b5437ec7f00af992?f=PNG&time=1690177237367&width=480&height=480
84597,裕莲茶楼,"15978767997",https://m.zhcommerce.com/zimgs/41c16757edca5e4f34d2f8d90983a87d?f=JPEG&&time=1719210518020&width=480&height=480
84600,MINISO LB08A,"18703636521",https://m.zhcommerce.com/zimgs/60362ba32be862dc2d389cc3486f9f75?f=PNG&&time=1723712061078&width=480&height=480
84601,"3CE","13271551031",https://m.zhcommerce.com/zimgs/d292727c41e8cb06c68a04bf1c266e97?f=PNG&time=1663914181585&width=480&height=480
84604,优衣库LB17-19,"15137183805",https://m.zhcommerce.com/zimgs/9da37b3209d33f2dbde864f6b706f626?f=JPEG&time=1703146648984&width=480&height=480
84606,IPSA,"17838196143",https://m.zhcommerce.com/zimgs/a905933b2d6d3a6c7ddf29efcfe1caea?f=JPEG&time=1714967836664&width=480&height=480
84608,Shu Uemura,"15515980323",https://m.zhcommerce.com/zimgs/20d09013c15a6ee288855025ad555245?f=JPEG&time=1706584893579&width=480&height=480
84609,RiotLILY,"15836689625",https://m.zhcommerce.com/zimgs/1de90cb888da90980c280fcf49bde0e3?f=JPEG&time=1705221049269&width=480&height=480
84611,COODOO,"",https://m.zhcommerce.com/zimgs/0bcd3332bfb6a96dd6a8706f6e2d9d77?f=JPEG&&time=1757929524550&width=480&height=480
84633,九色云,"",https://m.zhcommerce.com/zimgs/8a77a801fef8fd1e93995d11d25c9947?f=JPEG&&time=1749632492790&width=480&height=480
84635,老盐季,"",https://m.zhcommerce.com/zimgs/ff9ac9d46093ad39f476879ca1122ecb?f=JPEG&&time=1751280932072&width=480&height=480
84637,柠季-L713A,"",https://m.zhcommerce.com/zimgs/6b7ad2bfa19f7c161d9a02aaf613f011?f=JPEG&&time=1751268145179&width=480&height=480
84641,兰熊鲜奶,"",https://m.zhcommerce.com/zimgs/5ee9256d4ddde950bcf2c50ab61cee27?f=JPEG&&time=1751268617703&width=480&height=480
84642,矢量咖啡,"13598805656",https://m.zhcommerce.com/zimgs/c75893d2055a98728daf92747b5a8c5b?f=JPEG&time=1539070246671
84643,PUMA-L623,"",https://m.zhcommerce.com/zimgs/85fac1ba48e1743a73942a3d263cdfd3?f=JPEG&&time=1751534767461&width=480&height=480
84644,吾贵伦LBK51,"",https://m.zhcommerce.com/zimgs/5cf04abf6692497a9d59a280eaed2c59?f=JPEG&&time=1752745764531&width=480&height=480
84646,米缇尼8F,"",https://m.zhcommerce.com/zimgs/fbfe52a4aa156e08c8fe5324f097cb44?f=JPEG&&time=1749632527021&width=480&height=480
84649,湊湊,(0371)86170629,https://m.zhcommerce.com/zimgs/18780476968a41ed4f40d83f1b6385d9?f=PNG&time=1560849028572
84654,蔚来/NIO-L160,"15203937518",https://m.zhcommerce.com/zimgs/a60a718a4f5962594b0b6c256e522d3a?f=PNG&time=1560924297835
84655,CellCare,"0371-61653277",https://m.zhcommerce.com/zimgs/625c46cb6939d4f1bc46117e2cf503e2?f=JPEG&time=1541589137681
84657,DQ,"0371-67127570",https://m.zhcommerce.com/zimgs/827a87b63005643cc441abdb5c32545f?f=JPEG&time=1560850425450
84658,瑞幸咖啡-L811,"15003868593",https://m.zhcommerce.com/zimgs/5a8d090ac03fa1831a4411d1299afee4?f=JPEG&time=1693810859387&width=480&height=480
84659,织布改衣,"18638236866",https://m.zhcommerce.com/zimgs/1450dd9078c4ec45be8bf873ae9741af?f=JPEG&time=1551429533656
84662,兰湘子-L8-S3,"",https://m.zhcommerce.com/zimgs/e7cd195cb0612e3cf713266ed01ce460?f=JPEG&&time=1747217967527&width=480&height=480
84663,大张精品超市-LB_C20+C21,"",https://m.zhcommerce.com/zimgs/d0bc8ed30764e0e9215705eff7b00782?f=PNG&time=1680759832475&width=480&height=480
84664,胡子大厨,"",https://m.zhcommerce.com/zimgs/49539a592490d9f65bce01d377f52cc5?f=JPEG&&time=1747217993372&width=480&height=480
84668,连杏,"",https://m.zhcommerce.com/zimgs/f7715a3415510e9ac767b19a7cfa92b7?f=JPEG&&time=1745928001470&width=480&height=480
84669,周生生-L231A,"13837109013",https://m.zhcommerce.com/zimgs/ce275667c9e62f2ca9004606ce9e5693?f=JPEG&time=1669574574901&width=480&height=480
