id,store_id,third_id,third_id2,place_id,contract_no,store_name,brand,business_time,phone_number,node_id,floor,logo,description,store_images,address,commercial,sub_commercial,score,cuisine,crowd,number,cost,taste,spiciness_level,facilities,environment,service,queue,highlights,other,note,created_at,updated_at,store_type,purchase,famous,is_active,categories,brand_id
314,84649,2011805300007,1628539865228775424,801,test,湊湊,湊湊火锅,10:00-22:00,15638279139,6rmpfvbP51,L8,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/16752baf89ab44eead69ea1ebe42626d_18780476968a41ed4f40d83f1b6385d9.jpeg,"宝子们，今天必须给你们种草湊湊！他家店风格超有特色，装修精致又温馨。主打台式火锅，锅底超赞，像招牌花胶鸡锅底，浓郁鲜香，满满胶原蛋白。人气单品有企鹅丸，Q 弹可爱，下锅煮后口感超棒。还有大红袍珍珠奶茶，茶香与奶香交融，珍珠软糯。适合爱尝鲜、追求独特用餐体验的宝子们。不管是朋友聚会还是家庭聚餐，来这都超合适！在湊湊，能享受一场美味又惬意的火锅盛宴，赶紧冲！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/湊湊.jpeg"]",郑州正弘城L8,餐饮美食,火锅,4.7,"重庆火锅,海鲜火锅,鸳鸯锅","情侣,家人,朋友","3-4人,4-6人,6-10人",¥102/人,"辣,咸鲜,酸辣",重辣,"有停车场,有包厢,有空调","复古风,花园风,有卡座,景观位,包厢,商场餐厅","扫码点餐,宝宝椅,儿童餐具,可带宠物",,收录6年,,"1. **🌟 [nav type=ar place_id=801 floor=L8 end_name=湊湊 end_position=6rmpfvbP51 ](湊湊) [phone data=15638279139]()收录6年的台式火锅，聚餐超合适！** 
   **📍 亮点**：复古花园风，招牌花胶鸡锅浓郁，企鹅丸Q弹
   **💡 小贴士**：本店铺可扫码点餐，有宝宝椅，还能携带宠物哦~
   **🌟 好搭档**：[nav type=ar place_id=801 floor=L8 end_name=果雨吧 end_position=o6wRqaY7sk ](果雨吧) 果雨吧的鲜榨果汁和特色果茶，能中和火锅的油腻感，解辣又解腻。
   [store_data place_id=801 store_id=84649]()","2025-06-22 19:13:37","2025-09-23 16:50:54",,1,0,1,NULL,NULL
315,84657,2011810100001,1334320518349852672,801,test,DQ,DQ,10:00-22:00,"6712 7570",oJ4gu2Vtvs,L6,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/01268bcdbabd4c968726555f81be17be_827a87b63005643cc441abdb5c32545f.jpeg,"🍦DQ真的太绝啦！

他家的冰淇淋堪称一绝😍，暴风雪系列超受欢迎，各种口味的酱料和丰富配料，与浓郁醇厚的冰淇淋完美融合，口感层次超丰富。店铺装修简约时尚，蓝色调为主，很有夏日清凉感🧊。无论是小朋友还是大朋友，都对DQ毫无抵抗力🤩。逛街累了来上一杯，瞬间活力满满；约会的时候来一份，甜蜜值拉满💕。而且出餐速度快，服务也热情周到。总之，DQ就是那种能给人带来快乐和满足的宝藏甜品店，宝子们一定要去尝尝！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/DQ.jpeg"]",郑州正弘城L6,餐饮美食,"奶茶,面包甜点,茶饮果汁",4.3,"冰淇淋,布丁,珍珠奶茶,双皮奶","情侣,家人,朋友",1-2人,¥22/人,"甜,甜咸",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","现代简约,安静,商场餐厅","扫码点餐,纸巾提供,可带宠物",,收录6年,,"1. **🌟 [nav type=ar place_id=801 floor=L6 end_name=DQ end_position=oJ4gu2Vtvs ](DQ) [phone data=6712 7570]()夏日清凉必备，DQ冰淇淋超绝！** 
   **📍 亮点**：蓝色调装修，有夏日清凉感；冰淇淋酱料和配料丰富
   **💡 小贴士**：本店铺可带宠物，还提供纸巾哦~
   [store_data place_id=801 store_id=84657]()","2025-06-22 19:13:37","2025-09-23 16:51:01",,1,0,1,NULL,NULL
316,84658,3012308000276,NULL,801,test,瑞幸咖啡,瑞幸咖啡,10:00-22:00,15003868593,ajruOPa7Rs,L8,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/fd50badf378145cdbe4847bc87ff6cef_0454abb236da1e70c329cab7b4664fa9.jpeg,"☕瑞幸咖啡真的太懂打工人的心啦！

一进店，简约时尚的装修风格超吸睛✨ 开放式的空间，让人感觉格外舒适自在。

他们家的人气单品可太多啦！生椰拿铁🥥 椰香与咖啡香完美融合，每一口都超惊艳。还有厚乳拿铁，醇厚的口感让人欲罢不能。

不管是忙碌的早晨来一杯提神醒脑，还是午后想找个地方放松一下，瑞幸咖啡都超合适👍 价格亲民，品质在线，简直是上班族和咖啡爱好者的福音！宝子们，快去试试吧！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/瑞幸咖啡.jpeg"]",郑州正弘城L8,餐饮美食,"奶茶,咖啡,茶饮果汁",4.1,"布丁,咖啡茶馆 精品咖啡,手冲咖啡","情侣,家人,朋友",1-2人,¥11/人,"甜,甜咸",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","现代简约,安静,商场餐厅","扫码点餐,纸巾提供,可带宠物",,金冠好店,,"1. **🌟 [nav type=ar place_id=801 floor=L8 end_name=瑞幸咖啡 end_position=ajruOPa7Rs ](瑞幸咖啡) [phone data=15003868593]()打工人的咖啡福音，简约空间超舒适！** 
   **📍 亮点**：金冠好店，简约装修，生椰拿铁超惊艳
   **💡 小贴士**：本店铺可扫码点餐，还提供纸巾，可带宠物哦~
   [store_data place_id=801 store_id=84658]()","2025-06-22 19:13:38","2025-09-23 16:51:09",,0,0,1,NULL,NULL
317,84662,2012504000255,1360704146340319233,801,test,兰湘子,兰湘子·湘菜小炒,10:00-22:00,13523093708,4M8oAIhnkW,L8,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/183f9cb0add44c6ea8170fc54aa8d42a_e7cd195cb0612e3cf713266ed01ce460.jpeg,"😍宝子们，今天必须给你们种草兰湘子！

这是一家超有特色的湘菜馆🥢。店里装修很有韵味，满满的湘风元素，让人一进去就感觉特别亲切。

他们家主打湘菜，味道那叫一个绝👍！招牌辣椒炒肉，肉香四溢，辣椒超级下饭。还有剁椒鱼头，鱼肉鲜嫩，剁椒超入味。

适合喜欢吃辣的宝子们聚会聚餐🎉。服务员态度也超热情，点菜会给合理建议。每次去都人超多，人气爆棚🔥。真心推荐给各位湘菜爱好者，保证吃一次就爱上！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/兰湘子.jpeg"]",郑州正弘城L8,餐饮美食,湘菜,4.8,"湘菜,家常私厨","情侣,家人,朋友","1-2人,3-4人,4-6人",¥49/人,"咸鲜,甜咸,酸辣",微辣,"有停车场,有空调,有WIFI,商场公共卫生间","现代简约,等位区,商场餐厅","扫码点餐,无障碍洗手间,宝宝椅",,金水区湘菜口味榜·第4名,,"1. **🌟 [nav type=ar place_id=801 floor=L8 end_name=兰湘子 end_position=4M8oAIhnkW ](兰湘子) [phone data=13523093708]()金水区湘菜口味榜第4名，超适合聚餐！** 
   **📍 亮点**：湘风装修韵味足，菜品微辣超下饭，服务热情 
   **💡 小贴士**：这家店有停车场、空调和WIFI，还提供宝宝椅和无障碍洗手间哦~
   **🌟 好搭档**：[nav type=ar place_id=801 floor=B1 end_name=麦记牛奶公司 end_position=t81ZR7gYvb ](麦记牛奶公司) 麦记牛奶公司的甜品饮品与湘菜搭配，香甜口味能中和湘菜的微辣，解辣爽口，让你边吃湘菜边享受甜蜜，体验更美妙。
   [store_data place_id=801 store_id=84662]()","2025-06-22 19:13:38","2025-09-23 16:51:22",,1,0,1,NULL,NULL
318,84664,2012504000248,1687189820420657153,801,test,胡子大厨,胡子大厨·湖南小炒,10:00-22:00,,E47cRWZuz6,L8,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c9fd02058242426d8fc9a84280eba6de_49539a592490d9f65bce01d377f52cc5.jpeg," 🍱打工人干饭新宠 | 胡子大厨

最近发现一家超棒的工作餐小店👉胡子大厨！

他家是明厨亮灶，能看到后厨师傅现炒，超安心！

主打现炒快餐，像辣椒炒肉盖饭，辣椒香肉嫩，米饭粒粒分明，超好吃😋 还有梅干菜烧肉饭也绝绝子，梅干菜吸饱了肉香，一口下去超满足！

店铺装修简约明亮✨ 很适合上班族来解决工作餐。出餐速度超快，再也不用纠结吃啥啦！无论是忙碌的工作日午餐，还是加班后的晚餐，胡子大厨都能完美满足，宝子们快去试试！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/胡子大厨.jpeg"]",郑州正弘城L8,餐饮美食,湘菜,4.4,"湘菜,家常私厨","情侣,家人,朋友","1-2人,3-4人,4-6人",¥52/人,"咸鲜,甜咸,酸辣",微辣,"有停车场,有空调,有WIFI,商场公共卫生间","有卡座,安静,商场餐厅","纸巾提供,无障碍洗手间,宝宝椅",,金水区湘菜热门榜·第5名,,"1. **🌟 [nav type=ar place_id=801 floor=L8 end_name=胡子大厨 end_position=E47cRWZuz6 ](胡子大厨) 金水区湘菜热门榜第5名，明厨现炒超安心！** 
   **📍 亮点**：明厨亮灶现炒，装修简约，出餐快 
   **💡 小贴士**：本店铺提供纸巾、宝宝椅和无障碍洗手间哦~
   **🌟 好搭档**：[nav type=ar place_id=801 floor=L8 end_name=霸王茶姬 end_position=ql84YhxVMZ ](霸王茶姬) 霸王茶姬的茶饮与湘菜搭配，清新茶香能中和湘菜的油腻，解腻爽口，让你边吃湘菜边享受茶香，体验更舒适。
   [store_data place_id=801 store_id=84664]()","2025-06-22 19:13:38","2025-09-23 16:51:33",new,1,0,1,NULL,NULL
319,84666,2012504000170,1644830177576226816,801,test,uniboba,优尼波巴,10:00-22:00,15093123650,4KcoVAhiIN,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a5101c0e63f942699eca760ee77bc851_uniboba.jpeg,"优尼波巴｜茉酸奶亲儿子搞“牛乳黑魔法”！XXL珍珠吸溜到地铁站口都能听见👂💥
推开正弘城店门直接惊呆——巨型黑糖珍珠像“波霸陨石”咣当砸进杯！娟姗牛乳打底香到舔盖，水牛乳版浓如融化冰淇淋🍨，吸管戳下去糯叽叽能拉丝半米！
✨ 暗号点单攻略：
✔️ 黑糖火山牛乳：仙草珍珠塞满半杯，黑糖挂壁像琥珀纹身🌋
✔️ 咸法酪隐藏款：撒海苔粉的抹茶咸酪，海盐激出回甘鲜甜💥
✔️ 自带杯减2元：环保还能白嫖杯套（手账er狂喜📒）
📍 郑州暴风吸入点：正弘城B1｜10:00打烊
⏰ 薅秃时刻：下午2点前第二杯半价，打工人摸鱼暗号！","["https://robot-vr-public.bj.bcebos.com/store_pic/uniboba.jpeg"]",郑州正弘城B1,餐饮美食,"奶茶,茶饮果汁",4.3,"甜品饮品 奶茶,冰淇淋,布丁","情侣,家人,朋友",1-2人,¥17/人,"甜,甜咸,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","复古风,花园风,浪漫,亲子友好,商场餐厅","扫码点餐,导盲犬友好,可带宠物",,金水区茶饮果汁好评榜·第2名,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=uniboba end_position=4KcoVAhiIN ](uniboba) [phone data=15093123650]()金水区茶饮果汁好评榜第2名，奶茶超好喝！**
   **📍 亮点**：复古花园风，亲子友好；巨型珍珠，牛乳醇香
   **💡 小贴士**：下午2点前第二杯半价，自带杯减2元！
   [store_data place_id=801 store_id=84666]()","2025-06-22 19:13:38","2025-10-15 11:44:01",,1,0,0,NULL,NULL
320,84667,2012008260012,NULL,801,test,一绪寿喜烧,一绪仁和牛寿喜烧,10:00-22:00,13598032554,mivTvcYhfk,L7,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c474669f4eff4d13855b34f993f14fc6_94b5bdf6e32b16668b5eb0d03d68b877.jpeg,"宝子们，今天必须给你们种草一绪寿喜烧🎉！

店里装修超有氛围感，暖黄色灯光，木质桌椅，让人感觉温馨又舒适😌。

它家主打寿喜烧，各种新鲜食材在锅里一涮，裹上蛋液，那口感绝了😍！人气单品毛肚脆嫩，牛肉纹理清晰，品质超棒👍。

不管是情侣约会、朋友聚餐还是家庭聚会，来这都超合适🥳。服务员态度也超好，全程贴心服务。在这能尽情享受美食带来的快乐，性价比超高，宝子们赶紧冲呀🐛！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/一绪寿喜烧.jpeg"]",郑州正弘城L7,餐饮美食,"火锅,烧烤烤肉,自助餐",4.1,"自助烧烤,烧烤自助","情侣,家人,朋友","3-4人,4-6人,6-10人",¥158/人,"咸鲜,酸辣",中辣,"有停车场,有包厢,有空调,有WIFI,有大桌","等位区,包厢,放松随意,商场餐厅","宝宝椅,可在线预定",,金水区自助餐热门榜,,"1. **🌟 [nav type=ar place_id=801 floor=L7 end_name=一绪寿喜烧 end_position=mivTvcYhfk ](一绪寿喜烧) [phone data=13598032554]()金水区热门自助，寿喜烧与烧烤兼得！** 
   **📍 亮点**：暖黄灯光超温馨，食材新鲜品质棒，服务员贴心周到 
   **💡 小贴士**: 本店铺有宝宝椅，还可在线预定哦！
   **🌟 好搭档**：[nav type=ar place_id=801 floor=B1 end_name=眷茶 end_position=Cab2yRQA10 ](眷茶) 眷茶的创意茶饮与寿喜烧搭配，清爽解腻，让用餐体验更棒。
   [store_data place_id=801 store_id=84667]()","2025-06-22 19:13:38","2025-10-15 11:44:06",,0,0,0,NULL,NULL
321,84668,2012504000163,1683604267829432320,801,test,连杏,连杏双皮奶,10:00-22:00,,ziIotcd9Sh,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c76a1862a70640e2be437c06d2bdcc39_%E8%BF%9E%E6%9D%8F.jpeg,"郑州正弘城惊现双皮奶刺客！连杏用顺德古法娟姗牛乳暴击味蕾💥
推开B1层门店就被奶香勾魂！金榜双皮奶结出三层绸缎奶皮，勺子一碰Duang到心颤～红豆款蜜豆熬出沙堆成山⛰️，杨枝金捞爆汁芒果金柚撞上西米露💦，鲜芒款果肉多到盖住奶冻！更绝是现烤焦糖黄油蛋挞——128层酥皮簌簌掉渣，内馅冷藏秒变冰淇淋芝士🍦，店员举喷枪炙烤焦糖脆壳的瞬间香晕整条街！
✨隐藏暴击点：
✔️ 娟姗牛乳制作（全国仅0.1%奶源！）
✔️ 下午4点后半价捡漏蛋挞（限量200个⚡️）
✔️ 玻璃罐装双皮奶吃完当收纳瓶♻️","["https://robot-vr-public.bj.bcebos.com/store_pic/连杏.jpeg"]",郑州正弘城B1,餐饮美食,"奶茶,茶饮果汁",4.3,"冰淇淋,布丁,双皮奶","情侣,朋友,一个人","1-2人,3-4人",¥20/人,甜,不辣,"有停车场,商场公共卫生间","放松随意,高端典雅,商场餐厅","扫码点餐,纸巾提供",,郑州面包蛋糕甜品打卡人气榜·第1名,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=连杏 end_position=ziIotcd9Sh ](连杏) 郑州甜品打卡人气榜第1名，甜蜜体验超棒！** 
   **📍 亮点**：古法娟姗牛乳，双皮奶三层奶皮，蛋挞酥皮掉渣 
   **💡 小贴士**：下午4点后半价捡漏蛋挞（限量200个），玻璃罐装双皮奶吃完可当收纳瓶
   [store_data place_id=801 store_id=84668]()","2025-06-22 19:13:39","2025-09-23 16:52:02",new,1,0,1,NULL,NULL
322,84670,2012504000132,NULL,801,test,麦焙乐,麦焙乐,10:00-22:00,,wMO24qcNwK,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6f6be3997a9c41f3940532bbf7c1e53a_%E9%BB%98%E8%AE%A4logo.png,"🎂麦焙乐真的超赞！一进店，就能感受到温馨的烘焙氛围。店铺装修简约又可爱，到处都是诱人的面包香气🥐。他家主打各类现烤面包，每一款都超有料！人气单品全麦核桃面包，外皮酥脆，内馅扎实，核桃香和麦香完美融合，吃起来超满足😋。还有各种造型可爱的小蛋糕，颜值高又美味。无论是早餐想快速解决，还是下午茶想小资一把，麦焙乐都超合适。上班族、学生党，爱吃面包甜品的宝子们一定不要错过，快来麦焙乐开启美味烘焙之旅吧！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/麦焙乐.jpeg"]",郑州正弘城B1,餐饮美食,面包甜点,3.9,"布丁,糕点","情侣,朋友,一个人","1-2人,3-4人",¥22/人,甜,不辣,"有停车场,有空调,商场公共卫生间","现代简约,景观位,商场餐厅","导盲犬友好,可带宠物",,现代简约环境，面包甜香，可带宠物,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=麦焙乐 end_position=wMO24qcNwK ](麦焙乐) 温馨烘焙氛围，各类现烤面包超有料！** 
   **📍 亮点**：现代简约环境，面包甜香，可带宠物 
   **💡 小贴士**: 这家店导盲犬友好，还能带着宠物一起去哦~
   **🌟 好搭档**：[nav type=ar place_id=801 floor=B1 end_name=茉莉奶白 end_position=5gWYczuQfl ](茉莉奶白) 茉莉奶白的茶饮与面包搭配，清爽解腻，让你边吃面包边享受茶香，体验更舒适。
   [store_data place_id=801 store_id=84670]()","2025-06-22 19:13:39","2025-10-15 11:44:01",,0,0,0,NULL,NULL
323,84672,2012107260001,NULL,801,test,南京大牌档,南京大牌档,10:00-22:00,17778041526,UGIe8Boz7H,L8,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ab552fb53e61495bb1ae4f85dd8b34ef_a5823f085eaf0f887502f93c429e6b25.jpeg," 南京大牌档 | 一秒穿越金陵✨
宝子们，南京大牌档必须冲！一进店，古色古香的装修超有氛围感，木质桌椅、红灯笼🏮 仿佛置身老南京。

他们家主打南京特色美食，美龄粥香甜细腻，江米扣肉肥而不腻。招牌盐水鸭咸香可口，金陵烤鸭皮脆肉嫩。

适合和家人朋友聚餐。服务员都穿着古装，服务超贴心。每次去都要排队，但真的值得！无论是环境还是菜品，都绝绝子，狠狠拿捏住了咱的胃和心，来南京一定要来这儿感受正宗南京味！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/南京大牌档.jpeg"]",郑州正弘城L8,餐饮美食,江浙菜,4.6,"江浙菜,南京菜","情侣,家人,朋友,同事,客户","3-4人,4-6人,6-10人,10人以上",¥68/人,"咸鲜,甜咸,酸辣",不辣,"有停车场,有包厢,有空调,有WIFI,有大桌","包厢,安静,商场餐厅","自助结账,免费热水,纸巾提供,宝宝椅",,郑州江浙菜打卡人气榜·第1名,,"1. **🌟 [nav type=ar place_id=801 floor=L8 end_name=南京大牌档 end_position=UGIe8Boz7H ](南京大牌档) [phone data=17778041526]()郑州江浙菜打卡人气榜第1名，一秒穿越金陵！** 
   **📍 亮点**：古色装修超有氛围，江浙美食地道正宗，服务贴心穿古装
   **💡 小贴士**：本店铺可自助结账，提供免费热水和纸巾，还有宝宝椅哦~
   **🌟 好搭档**：[nav type=ar place_id=801 floor=L8 end_name=柠檬向右 end_position=jYS2T49fk1 ](柠檬向右) 柠檬向右的鲜榨柠檬饮品，能中和江浙菜的甜腻，清爽解腻超棒！
   [store_data place_id=801 store_id=84672]()","2025-06-22 19:13:39","2025-09-23 16:52:22",,0,0,1,NULL,NULL
324,84675,2012504000088,1548895613339701248,801,test,益禾堂,益禾堂,10:00-22:00,15978420710,Qkmf4DZaUe,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e54870199d9944889929747ee29a0e2d_%E9%BB%98%E8%AE%A4logo.png,"😍宝子们，益禾堂必须安利！

它家门店装修简约清新，超有氛围感✨。主打各类特色茶饮，像招牌烤奶，茶香浓郁，奶味醇厚，一口就爱上。还有薄荷奶绿，清爽解腻，夏天来一杯超爽。

人气单品多多，比如益禾烤奶，珍珠 Q 弹，烤奶香气独特，好多人都爱这一口。

适合学生党、上班族等各种人群，逛街累了、学习工作困了，来一杯瞬间活力满满💪。随时随地享受美味茶饮，真的超赞，赶紧冲呀！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/益禾堂.jpeg"]",郑州正弘城B1,餐饮美食,"奶茶,茶饮果汁",4.1,"冰淇淋,布丁,双皮奶","情侣,朋友,一个人","1-2人,3-4人",¥11/人,甜,不辣,"有停车场,有空调,有WIFI","明亮,放松随意,高端典雅,商场餐厅","扫码点餐,纸巾提供,无障碍通道,可带宠物",,收录4年,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=益禾堂 end_position=Qkmf4DZaUe ](益禾堂) [phone data=15978420710]()简约清新茶饮店，甜蜜滋味超上头！** 
   **📍 亮点**：门店装修清新，茶饮人气高，价格很亲民 
   **💡 小贴士**：本店铺有停车场、空调和WIFI，还能扫码点餐哦~
   [store_data place_id=801 store_id=84675]()","2025-06-22 19:13:39","2025-09-23 16:52:30",,1,0,1,NULL,NULL
325,84677,2012504000057,NULL,801,test,唐糕祖,唐糕祖,10:00-22:00,,nS3AutDkoy,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c5007f4d9d614c2c9b970636bbf2d7b8_%E5%94%90%E7%B3%95%E7%A5%96.jpeg,"🥰宝子们，一定要来试试唐糕祖！

他家主打传统中式糕点，店铺风格古色古香，装修超有韵味，一进去就感觉穿越到了古代糕点铺🎐。

人气单品超多，像雪花酥，香甜酥脆，一口一个满足；还有蛋黄酥，咸香的蛋黄搭配软糯的外皮，绝绝子😍。

适合喜欢传统糕点的宝子们，无论是当早餐还是下午茶都超合适。每一款糕点都做得超精致，口感更是没得说，吃一次就爱上，每次路过都忍不住买上一些带回家~😋 ","["https://robot-vr-public.bj.bcebos.com/store_pic/唐糕祖.jpeg"]",郑州正弘城B1,餐饮美食,面包甜点,4.3,糕点,"情侣,家人,孩子","1-2人,3-4人",¥30/人,"甜,咸鲜,酸甜",不辣,"有停车场,有空调,有WIFI","中式典雅,有卡座,靠窗","扫码点餐,纸巾提供",,正弘中心面包蛋糕甜品打卡人气榜·第2名,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=唐糕祖 end_position=nS3AutDkoy ](唐糕祖) 传统中式糕点，精致美味超满足！** 
   **📍 亮点**：古色古香装修，雪花酥、蛋黄酥人气高
   **💡 小贴士**：适合情侣、家人共享，正弘中心打卡热门！
   **🌟 好搭档**：[nav type=ar place_id=801 floor=B1 end_name=眷茶 end_position=Cab2yRQA10 ](眷茶) 眷茶的茶饮与糕点搭配，清新茶香能中和糕点甜腻，让口感更丰富。
   [store_data place_id=801 store_id=84677]()","2025-06-22 19:13:39","2025-10-22 09:08:57",,0,0,0,NULL,NULL
326,84678,2012109270008,NULL,801,test,瑞幸咖啡,"瑞幸咖啡 ‌",10:00-22:00,13683816784,kYG7ueoAc0,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/87936d38fd7143e9b7bcf9a455810a1f_0454abb236da1e70c329cab7b4664fa9.jpeg,"☕瑞幸咖啡真的太懂打工人的心啦！

他家门店装修简约又时尚✨，一进去就能感受到超浓郁的咖啡香气。

主打产品超多，生椰拿铁必须拥有姓名🥥！椰香与咖啡完美融合，口感层次丰富，一口就爱上。还有厚乳拿铁，醇厚丝滑，每一口都超满足。

不管是上班族来一杯提神醒脑，还是学生党课间来一杯补充能量，都再合适不过啦。随时随地来瑞幸，享受美味咖啡带来的小确幸~😍 瑞幸咖啡 咖啡种草 ","["https://robot-vr-public.bj.bcebos.com/store_pic/瑞幸咖啡.jpeg"]",郑州正弘城B1,餐饮美食,"奶茶,咖啡,茶饮果汁",4.4,"布丁,咖啡茶馆 精品咖啡,手冲咖啡","情侣,家人,朋友",1-2人,¥15/人,"甜,甜咸",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","现代简约,安静,商场餐厅","扫码点餐,纸巾提供,可带宠物",,收录6年,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=瑞幸咖啡 end_position=kYG7ueoAc0 ](瑞幸咖啡) [phone data=13683816784]()打工人的咖啡宝藏地，一口就爱住！** 
   **📍 亮点**：现代简约环境，咖啡香气浓郁，收录6年
   **💡 小贴士**：本店铺可扫码点餐，还提供纸巾，可带宠物哦~
   [store_data place_id=801 store_id=84678]()","2025-06-22 19:13:39","2025-09-23 16:52:48",,0,0,1,NULL,NULL
327,84682,2012503000454,1679949220994224128,801,test,就是柠,YesLemin,10:00-22:00,,EiwgvF0aJv,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/658a87ac6b654218911cd3f16263f4aa_%E5%B0%B1%E6%98%AF%E6%9F%A0.jpeg,"🥤宝子们，一定要来试试“就是柠”！

这店装修超有特色，满满的清新风，让人一进去就心情超好。

他家主打各种鲜柠茶，每一杯都是现点现做。招牌柠茶，柠檬香气浓郁，茶底清爽，喝一口超解腻。

人气单品爆打渣男柠檬茶，名字有趣又好喝。店员超热情，制作过程还能看到新鲜柠檬被“暴打”，超解压。

不管是逛街累了，还是想找个地方坐坐，来这喝杯柠茶都超合适。学生党、上班族都爱，快冲！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/就是柠.jpeg"]",郑州正弘城B1,餐饮美食,茶饮果汁,4,"甜品饮品 奶茶,糖水","情侣,家人,朋友",1-2人,¥16/人,"酸,甜,酸甜",不辣,"有停车场,有空调,有WIFI","等位区,明亮,商场餐厅","扫码点餐,纸巾提供",,新店好评,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=就是柠 end_position=EiwgvF0aJv ](就是柠) 清新柠茶，逛街约会解腻必备！** 
   **📍 亮点**：清新风装修，鲜柠茶现点现做，店员热情
   **💡 小贴士**: 本店铺有停车场、空调和WIFI，还提供纸巾哦~
   [store_data place_id=801 store_id=84682]()","2025-06-22 19:13:40","2025-09-23 16:52:57",,1,0,1,NULL,NULL
328,84683,2012503000461,NULL,801,test,嘉士利,BUTTER&COOKIE,10:00-22:00,,qfdC9RDFL0,B1,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3d80e5b29a81457992e410322236cb65_%E5%98%89%E5%A3%AB%E5%88%A9.jpeg," 嘉士利 | 童年零食回忆杀✨
宝子们，嘉士利必须安利！他家是超有年代感的零食店😎。店铺装修走复古风，满满怀旧氛围。主打饼干、糕点等零食，味道超正👍。像他家的果乐果香饼干，果香浓郁，口感酥脆，一口一个停不下来。还有葱香薄饼，咸香酥脆，追剧必备。无论是咱80、90后找童年味道，还是带娃👶🏻来，都超合适。每次去都忍不住囤一堆，真心是零食爱好者的天堂，快来尝尝吧！ ","["https://robot-vr-public.bj.bcebos.com/store_pic/嘉士利.jpeg"]",郑州正弘城B1,餐饮美食,面包甜点,3.7,"甜品饮品 奶茶","情侣,家人,孩子","1-2人,3-4人",¥44/人,"甜,咸鲜",不辣,"有停车场,有空调,有WIFI",商场餐厅,"扫码点餐,纸巾提供",,正弘中心面包蛋糕甜品热门榜·第3名,,"1. **🌟 [nav type=ar place_id=801 floor=B1 end_name=嘉士利 end_position=qfdC9RDFL0 ](嘉士利) 童年零食回忆杀，嘉士利带你一秒回到小时候！** 
   **📍 亮点**：复古风装修，怀旧氛围拉满；饼干糕点超正，果香酥脆。
   **💡 小贴士**：本店铺可扫码点餐，还提供纸巾哦~
   [store_data place_id=801 store_id=84683]()","2025-06-22 19:13:40","2025-09-23 16:53:05",,0,1,1,NULL,NULL
